dealer,county,make,model,vehicle_year,mileage,last_updated,price,transmission,engine,body,fuel,doors,mpg,owners,color,tax,nct_month,nct_year,download_date,page_id
Michael grant motors,Dublin,Mini,Hatch,2014.0,89054.0, 3 hours ago,13795.0,Manual,1.6,Hatchback,Petrol,3.0,44.0,1.0,None,NaN,May,2024.0,2022-08-30,3085067
O&#039;flynn motors,Cork,Peugeot,2008,2019.0,20850.0, 1 month ago,NaN,Manual,1.2,Estate,Petrol,4.0,48.0,1.0,White,NaN,April,2023.0,2022-08-30,3085081
Colm quinn motorstore,Westmeath,Land,ROVER Discovery,2019.0,93002.0, 4 days ago,81995.0,Automatic,3.0,Suv,Diesel,5.0,31.0,1.0,Grey,NaN,January,2023.0,2022-08-30,3085095
Connolly volkswagen letterkenny,Donegal,Volkswagen,Polo,2020.0,40505.0, 19 days ago,17950.0,Manual,1.0,Hatchback,Petrol,5.0,50.0,2.0,Red,190.0,January,2024.0,2022-08-30,3085102
Spirit jaguar &amp; land rover,Dublin,Land,ROVER Range Rover Evoque,2021.0,5999.0, 27 days ago,72950.0,Automatic,1.5,Suv,Hybrid,5.0,NaN,1.0,White,NaN,September,2025.0,2022-08-30,3085103
Spirit jaguar &amp; land rover,Dublin,Jaguar,F-Type,2018.0,30999.0, 27 days ago,67950.0,Automatic,2.0,Coupe,Petrol,2.0,33.0,1.0,Grey,NaN,August,2022.0,2022-08-30,3085105
Spirit jaguar &amp; land rover,Dublin,Land,ROVER Range Rover Sport,2016.0,74998.0, 26 days ago,62950.0,Automatic,3.0,Suv,Diesel,5.0,31.0,1.0,Black,NaN,August,2020.0,2022-08-30,3085106
Spirit jaguar &amp; land rover,Dublin,Jaguar,XJ,2016.0,57999.0, 27 days ago,41950.0,Automatic,3.0,Saloon,Diesel,4.0,39.0,2.0,Blue,NaN,May,2022.0,2022-08-30,3085107
Connollys hyundai galway,Galway,Hyundai,i40,2016.0,155486.0, 1 month ago,15950.0,Manual,1.7,Saloon,Diesel,4.0,55.0,1.0,Black,NaN,January,2022.0,2022-08-30,3085109
Connollys hyundai galway,Galway,Hyundai,Tucson,2018.0,0.0, 10 days ago,26950.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,Red,200.0,January,2022.0,2022-08-30,3085110
Connollys hyundai galway,Galway,Kia,Sportage,2020.0,46783.0, 1 month ago,30950.0,Manual,1.6,Suv,Diesel,5.0,49.0,1.0,White,200.0,January,2024.0,2022-08-30,3085112
Connollys hyundai galway,Galway,Hyundai,Santa Fe,2018.0,109568.0, 2 months ago,34950.0,Manual,2.2,Suv,Diesel,5.0,41.0,2.0,Blue,NaN,January,2022.0,2022-08-30,3085116
Audi cork,Cork,Audi,Q5,2019.0,160354.0, 2 months ago,47995.0,Automatic,2.0,Suv,Diesel,4.0,43.0,NaN,Grey,NaN,January,2023.0,2022-08-30,3085119
Lyons of limerick,Limerick,Audi,A6,2020.0,35379.0, 2 hours ago,47500.0,Automatic,2.0,Saloon,Diesel,4.0,53.0,2.0,Grey,200.0,July,2024.0,2022-08-30,3085129
Lyons of limerick,Limerick,Volkswagen,Tiguan,2018.0,71242.0, 5 days ago,39500.0,Manual,2.0,Suv,Diesel,5.0,47.0,1.0,Grey,270.0,January,2022.0,2022-08-30,3085132
Carmaxx,Cork,Skoda,Fabia,2017.0,89297.0, 24 days ago,11995.0,Manual,1.0,Hatchback,Petrol,4.0,49.0,2.0,Grey,NaN,March,2023.0,2022-08-30,3085138
Carmaxx,Cork,Peugeot,3008,2020.0,54291.0, 1 day ago,33995.0,Manual,1.5,Mpv,Diesel,4.0,59.0,1.0,Grey,190.0,January,2024.0,2022-08-30,3085140
Carmaxx,Cork,Peugeot,2008,2016.0,83663.0, 24 days ago,12995.0,Manual,1.2,Suv,Petrol,4.0,48.0,2.0,Grey,NaN,March,2022.0,2022-08-30,3085142
Carmaxx,Cork,Kia,Sportage,2021.0,42782.0, 1 day ago,33995.0,Manual,1.6,Suv,Diesel hybrid,5.0,49.0,1.0,White,NaN,January,2025.0,2022-08-30,3085144
Carmaxx,Cork,Kia,Sportage,2017.0,103638.0, 1 day ago,24995.0,Manual,1.7,Suv,Diesel,5.0,51.0,1.0,Black,200.0,April,2021.0,2022-08-30,3085145
Carmaxx,Cork,Nissan,Qashqai,2019.0,93475.0, 25 days ago,24995.0,Manual,1.5,Hatchback,Diesel,NaN,56.0,1.0,Grey,120.0,June,2023.0,2022-08-30,3085147
Carmaxx,Cork,Mazda,CX-30,2020.0,26652.0, 21 days ago,29995.0,Manual,1.8,Suv,Diesel,4.0,47.0,2.0,Grey,NaN,February,2024.0,2022-08-30,3085149
Automatic motor car centre,Dublin,Audi,S3,2015.0,82000.0, 13 days ago,34950.0,Automatic,2.0,Saloon,Petrol,5.0,64.0,NaN,Black,NaN,April,2024.0,2022-08-30,3085154
Private,Kilkenny,Mercedes-benz,A Class,2018.0,54000.0, 1 month ago,27500.0,Other,1.5,Hatchback,Diesel,5.0,51.0,1.0,White,190.0,December,2024.0,2022-08-30,3085155
Deerpark motor company,Dublin,Audi,A7,2018.0,37336.0, 4 hours ago,52950.0,Automatic,2.0,Hatchback,Diesel,5.0,48.0,2.0,White,270.0,November,2022.0,2022-08-30,3085157
Derek considine car sales,Clare,Ford,Ranger,2015.0,0.0, 6 hours ago,NaN,Automatic,3.2,Pickup,Diesel,4.0,NaN,NaN,None,NaN,None,NaN,2022-08-30,3085163
Automatic motor car centre,Dublin,Audi,A5,2013.0,84000.0, 14 days ago,19950.0,Manual,2.0,Hatchback,Petrol,5.0,55.0,4.0,Silver,NaN,December,2023.0,2022-08-30,3085164
Gary hutchinson car sales,Antrim,Kia,Sportage,2017.0,123940.0, 3 months ago,NaN,Manual,1.7,Estate,Diesel,5.0,51.0,1.0,Red,200.0,None,NaN,2022-08-30,3085166
Grange motors (mullingar),Westmeath,Peugeot,508,2015.0,111254.0, 1 day ago,12950.0,Manual,1.6,Saloon,Diesel,4.0,57.0,2.0,Grey,NaN,November,2023.0,2022-08-30,3085172
Blackwater motors fermoy,Cork,Volkswagen,Tiguan,2017.0,89649.0, 4 days ago,31950.0,Automatic,2.0,Suv,Diesel,5.0,48.0,2.0,Grey,280.0,March,2021.0,2022-08-30,3085191
R.neary motors,Wexford,Land,ROVER Range Rover,2010.0,206399.0, 4 months ago,18950.0,Manual,3.6,Suv,Diesel,NaN,NaN,NaN,None,NaN,None,NaN,2022-08-30,3085197
Font motor company,Mayo,Ford,Kuga,2015.0,175999.0, 3 months ago,11995.0,Manual,2.0,Van,Diesel,4.0,50.0,1.0,White,200.0,None,NaN,2022-08-30,3085201
Tony kehoe car sales ltd,Wexford,Vauxhall,Insignia,2015.0,235198.0, 4 months ago,10450.0,Manual,2.0,Hatchback,Diesel,NaN,64.0,3.0,Green,NaN,September,2023.0,2022-08-30,3085202
Autoview cars,Dublin,Honda,Fit,2019.0,94000.0, 7 hours ago,15995.0,Automatic,1.3,Hatchback,Petrol,5.0,50.0,1.0,Blue,190.0,June,2024.0,2022-08-30,3085206
Autoview cars,Dublin,Honda,Jazz,2019.0,94000.0, 2 hours ago,15995.0,Automatic,1.3,Hatchback,Petrol,5.0,50.0,1.0,Blue,190.0,July,2024.0,2022-08-30,3085207
Al hayes skoda,Clare,Toyota,Avensis,2016.0,140012.0, 1 month ago,12995.0,Manual,1.6,Saloon,Diesel,4.0,56.0,NaN,Silver,NaN,February,2024.0,2022-08-30,3085210
Al hayes skoda,Clare,Skoda,Karoq,2019.0,53993.0, 1 month ago,32950.0,Manual,1.5,Suv,Petrol,4.0,43.0,NaN,Silver,NaN,July,2023.0,2022-08-30,3085212
Al hayes motors ltd,Galway,Renault,Captur,2015.0,97996.0, 2 months ago,12500.0,Manual,1.5,Hatchback,Diesel,4.0,65.0,3.0,None,180.0,May,2023.0,2022-08-30,3085216
Drimnagh motors,Dublin,Nissan,Qashqai,2016.0,157711.0, 1 month ago,15900.0,Manual,1.5,Hatchback,Diesel,5.0,62.0,1.0,White,180.0,May,2024.0,2022-08-30,3085230
Autoview cars,Dublin,Toyota,Aqua,2016.0,74000.0, 6 hours ago,11695.0,Automatic,1.5,Hatchback,Hybrid,5.0,NaN,1.0,Silver,170.0,April,2024.0,2022-08-30,3085240
Autoview cars,Dublin,Toyota,Prius,2016.0,118000.0, 7 hours ago,10995.0,Automatic,1.5,Hatchback,Hybrid,5.0,NaN,1.0,Silver,170.0,June,2024.0,2022-08-30,3085242
Costello motors (galway) ltd.,Galway,Hyundai,i40,2015.0,70668.0, 21 hours ago,14500.0,Manual,1.7,Saloon,Diesel,4.0,43.0,1.0,Grey,270.0,June,2023.0,2022-08-30,3085251
Bill griffin motors,Dublin,Bmw,5 Series,2019.0,121500.0, 1 day ago,38900.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,2.0,Grey,200.0,March,2023.0,2022-08-30,3085253
Dungarvan nissan,Waterford,Skoda,Octavia,2018.0,90000.0, 5 days ago,22950.0,Automatic,1.6,Estate,Diesel,5.0,60.0,1.0,Blue,190.0,None,NaN,2022-08-30,3085255
David quigley autos,Wexford,Nissan,Micra,2019.0,68000.0, 8 days ago,13975.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,1.0,Black,NaN,None,NaN,2022-08-30,3085256
Dungarvan nissan,Waterford,Skoda,Octavia,2018.0,110700.0, 10 days ago,22950.0,Automatic,1.6,Hatchback,Diesel,5.0,60.0,1.0,Silver,190.0,None,NaN,2022-08-30,3085257
Bill griffin motors,Dublin,Audi,A6,2018.0,144100.0, 1 hour ago,28900.0,Automatic,2.0,Saloon,Diesel,4.0,56.0,1.0,Green,190.0,February,2024.0,2022-08-30,3085259
Holden motor company,Dublin,Mercedes-benz,CLA Class,2015.0,51498.0, 1 hour ago,21900.0,Automatic,1.6,Estate,Petrol,5.0,44.0,2.0,Grey,270.0,None,NaN,2022-08-30,3085260
Car options ltd,Dublin,Audi,A3,2011.0,308148.0, 3 hours ago,5950.0,Manual,1.6,Hatchback,Diesel,5.0,34.0,2.0,Black,190.0,June,2022.0,2022-08-30,3085263
Private,Tipperary,Mercedes-benz,CLS Class,2011.0,233000.0, 1 month ago,14500.0,Automatic,2.1,Saloon,Diesel,4.0,46.0,5.0,Grey,NaN,December,2022.0,2022-08-30,3085269
Jonathanobriencars.ie,Cork,Audi,A4,2017.0,83685.0, 1 month ago,23750.0,Manual,1.4,Saloon,Petrol,4.0,44.0,1.0,Black,270.0,June,2024.0,2022-08-30,3085272
Stillorgan motor company,Dublin,Bmw,3 Series,2017.0,136479.0, 2 days ago,22900.0,Automatic,2.0,Estate,Diesel,4.0,50.0,2.0,White,200.0,April,2023.0,2022-08-30,3085276
Smith&#039;s of drogheda,Louth,Volkswagen,Golf,2018.0,62900.0, 14 days ago,19450.0,Manual,1.6,Hatchback,Diesel,3.0,57.0,3.0,Black,190.0,April,2022.0,2022-08-30,3085282
Moriarty&#039;s central car sales,Kerry,Ford,Focus,2016.0,110000.0, 8 hours ago,15950.0,Manual,1.5,Hatchback,Diesel,4.0,62.0,2.0,Grey,180.0,November,2022.0,2022-08-30,3085284
Stillorgan motor company,Dublin,Volkswagen,Golf,2019.0,44678.0, 2 days ago,24900.0,Automatic,2.0,Estate,Diesel,5.0,67.0,1.0,Grey,200.0,September,2023.0,2022-08-30,3085287
Kerry motor works,Kerry,Volvo,XC60,2015.0,86756.0, 12 hours ago,23500.0,Manual,2.0,Estate,Diesel,5.0,52.0,1.0,Black,200.0,July,2023.0,2022-08-30,3085294
Manor motors - opel,Donegal,Opel,Mokka,2021.0,11300.0, 11 days ago,NaN,Automatic,1.2,Mpv,Petrol,5.0,40.0,1.0,White,210.0,July,2025.0,2022-08-30,3085295
Midland car sales westmeath,Westmeath,Audi,A5,2011.0,152887.0, 8 hours ago,12900.0,Automatic,2.7,Coupe,Diesel,2.0,37.0,1.0,Black,600.0,July,2022.0,2022-08-30,3085299
Bright ford airside,Dublin,Ford,Fiesta,2018.0,68596.0, 1 day ago,17950.0,Manual,1.1,Hatchback,Petrol,4.0,53.0,1.0,Grey,190.0,January,2024.0,2022-08-30,3085301
Denis cullinane car sales,Cork,Ford,Kuga,2018.0,65500.0, 5 hours ago,24950.0,Manual,2.0,Suv,Diesel,5.0,38.0,1.0,Grey,400.0,July,2024.0,2022-08-30,3085303
Autoview cars,Dublin,Toyota,Aqua,2016.0,110000.0, 10 hours ago,10995.0,Automatic,1.5,Hatchback,Hybrid,5.0,NaN,1.0,White,170.0,June,2024.0,2022-08-30,3085308
Autoview cars,Dublin,Toyota,Prius,2016.0,110000.0, 12 hours ago,10995.0,Automatic,1.5,Hatchback,Hybrid,5.0,NaN,1.0,White,170.0,June,2024.0,2022-08-30,3085311
Autoview cars,Dublin,Toyota,Aqua,2016.0,118000.0, 12 hours ago,10995.0,Automatic,1.5,Hatchback,Hybrid,5.0,NaN,1.0,White,170.0,May,2024.0,2022-08-30,3085316
J. keane &amp; sons (ros) ltd,Roscommon,Volkswagen,Passat,2020.0,45121.0, 5 days ago,NaN,Manual,1.5,Saloon,Petrol,4.0,45.0,1.0,Silver,280.0,August,2024.0,2022-08-30,3085322
Msl park motors mazda,Dublin,Peugeot,3008,2019.0,38398.0, 2 months ago,30950.0,Manual,1.2,Mpv,Petrol,4.0,46.0,2.0,Grey,200.0,March,2023.0,2022-08-30,3085327
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,A Class,2022.0,19.0, 2 months ago,52263.0,Automatic,2.0,Saloon,Diesel,4.0,NaN,NaN,Silver,270.0,None,NaN,2022-08-30,3085331
Audi waterford,Waterford,Audi,A4,2016.0,88953.0, 6 days ago,23950.0,Manual,2.0,Saloon,Diesel,4.0,62.0,1.0,Red,180.0,June,2022.0,2022-08-30,3085337
Ballybrittas motors,Laois,Skoda,Rapid,2018.0,118030.0, 17 days ago,15750.0,Manual,1.4,Hatchback,Diesel,4.0,59.0,2.0,Blue,NaN,July,2024.0,2022-08-30,3085338
Boland carlow,Carlow,Skoda,Karoq,2022.0,0.0, 13 hours ago,42975.0,Manual,2.0,Suv,Diesel,5.0,NaN,NaN,Blue,NaN,None,NaN,2022-08-30,3085339
Boland carlow,Carlow,Skoda,Kodiaq,2022.0,0.0, 3 hours ago,60975.0,Automatic,2.0,Suv,Diesel,NaN,52.0,NaN,Black,280.0,None,NaN,2022-08-30,3085340
Audi sligo,Sligo,Audi,Q5,2019.0,62561.0, 22 hours ago,46950.0,Automatic,2.0,Suv,Diesel,4.0,43.0,1.0,Blue,NaN,March,2023.0,2022-08-30,3085343
Audi sligo,Sligo,Audi,Q5,2020.0,31721.0, 22 hours ago,46950.0,Manual,2.0,Suv,Diesel,4.0,50.0,1.0,White,NaN,February,2024.0,2022-08-30,3085345
Connollys hyundai galway,Galway,Hyundai,Tucson,2020.0,71628.0, 4 days ago,30950.0,Manual,1.6,Suv,Diesel,5.0,43.0,1.0,Blue,270.0,January,2024.0,2022-08-31,3085369
Cityview car sales,Dublin,Land,ROVER Discovery,2015.0,119487.0, 2 months ago,32950.0,Automatic,3.0,Suv,Diesel,4.0,28.0,3.0,None,333.0,August,2023.0,2022-08-31,3085377
Donal mcardle car sales,Louth,Bmw,3 Series,2020.0,57051.0, 21 days ago,45995.0,Automatic,2.0,Saloon,Hybrid,4.0,NaN,1.0,Grey,170.0,None,NaN,2022-08-31,3085378
N18 autos,Clare,Ford,Kuga,2018.0,93341.0, 13 days ago,23995.0,Manual,1.5,Mpv,Diesel,5.0,53.0,2.0,Black,200.0,None,NaN,2022-08-31,3085381
Noel whelan car sales,Laois,Volkswagen,Passat,2018.0,132947.0, 1 month ago,22750.0,Manual,1.6,Estate,Diesel,5.0,57.0,1.0,Silver,190.0,None,NaN,2022-08-31,3085382
Monaghan &amp; sons ltd.,Galway,Ford,Focus,2016.0,160131.0, 6 days ago,12950.0,Manual,1.5,Saloon,Diesel,4.0,62.0,2.0,Grey,180.0,May,2022.0,2022-08-31,3085387
Cammia motors ltd,Dublin,Honda,Civic,2017.0,118000.0, 1 day ago,18950.0,Manual,1.0,Hatchback,Petrol,5.0,46.0,2.0,Grey,200.0,July,2023.0,2022-08-31,3085388
Monaghan &amp; sons ltd.,Galway,Seat,Ibiza,2020.0,8000.0, 7 days ago,18950.0,Manual,1.0,Hatchback,Petrol,5.0,51.0,2.0,Black,190.0,February,2024.0,2022-08-31,3085390
Holden motor company,Dublin,Opel,Insignia,2014.0,215651.0, 4 minutes ago,7750.0,Manual,2.0,Hatchback,Diesel,5.0,55.0,7.0,Red,200.0,March,2024.0,2022-08-31,3085391
Martins garage,Tipperary,Audi,Q3,2020.0,80227.0, 8 days ago,39950.0,Automatic,2.0,Estate,Diesel,4.0,47.0,1.0,Blue,270.0,January,2024.0,2022-08-31,3085394
Monaghan &amp; sons ltd.,Galway,Skoda,Kodiaq,2019.0,65009.0, 2 days ago,37950.0,Automatic,2.0,Suv,Diesel,4.0,47.0,1.0,Grey,280.0,May,2023.0,2022-08-31,3085409
Billy naughton ltd,Kerry,Ford,B-Max,2016.0,75000.0, 19 hours ago,11950.0,Manual,1.5,Mpv,Diesel,4.0,57.0,4.0,Silver,190.0,July,2022.0,2022-08-31,3085411
Kieran moran car sales,Galway,Hyundai,i40,2017.0,193159.0, 5 days ago,13950.0,Manual,1.7,Saloon,Diesel,4.0,51.0,2.0,Black,200.0,July,2023.0,2022-08-31,3085416
Coby motor company,Dublin,Audi,Q3,2015.0,95000.0, 25 days ago,23950.0,Automatic,1.4,Suv,Petrol,5.0,40.0,NaN,White,280.0,April,2024.0,2022-08-31,3085417
Byrne &amp; maguire,Louth,Ford,Kuga,2019.0,36879.0, 27 days ago,28950.0,Manual,1.5,Hatchback,Diesel,5.0,64.0,1.0,Silver,280.0,None,NaN,2022-08-31,3085422
Monaghan &amp; sons ltd.,Galway,Skoda,Fabia,2019.0,38050.0, 6 days ago,14950.0,Manual,1.0,Hatchback,Petrol,4.0,49.0,1.0,Silver,190.0,July,2023.0,2022-08-31,3085423
John casey motors,Limerick,Ssangyong,Tivoli,2022.0,0.0, 3 months ago,NaN,Manual,1.5,Hatchback,Petrol,4.0,NaN,NaN,None,NaN,None,NaN,2022-08-31,3085430
Joseph doherty ltd,Donegal,Nissan,Qashqai,2019.0,42647.0, 11 hours ago,26950.0,Manual,1.5,Mpv,Diesel,5.0,67.0,1.0,Blue,190.0,None,NaN,2022-08-31,3085439
Easy autos(hybrid specialist),Dublin,Toyota,Yaris,2016.0,107500.0, 5 hours ago,10450.0,Automatic,1.3,Hatchback,Petrol,5.0,57.0,1.0,White,180.0,February,2024.0,2022-08-31,3085446
Easy autos(hybrid specialist),Dublin,Toyota,Vitz,2016.0,107500.0, 10 hours ago,10950.0,Automatic,1.3,Hatchback,Petrol,5.0,57.0,NaN,White,NaN,March,2024.0,2022-08-31,3085453
Nd motors,Dublin,Jaguar,XF,2013.0,171998.0, 1 day ago,13450.0,Automatic,2.2,Saloon,Diesel,4.0,46.0,1.0,Grey,280.0,July,2023.0,2022-08-31,3085457
Liam buckley car sales,Tipperary,Volkswagen,Passat,2018.0,128744.0, 4 months ago,22940.0,Manual,2.0,Saloon,Diesel,4.0,56.0,1.0,Grey,190.0,None,NaN,2022-08-31,3085469
Hornibrooks of lismore,Waterford,Fiat,500,2018.0,54600.0, 3 months ago,13950.0,Manual,1.2,Hatchback,Petrol,3.0,NaN,1.0,Black,NaN,May,2024.0,2022-08-31,3085474
Nyhan motors,Cork,Kia,Stonic,2019.0,66000.0, 9 hours ago,19900.0,Manual,1.4,Estate,Petrol,5.0,43.0,1.0,Grey,NaN,January,2023.0,2022-08-31,3085476
Carlow nissan,Carlow,Nissan,Qashqai,2016.0,113246.0, 28 days ago,18445.0,Manual,1.5,Mpv,Diesel,4.0,59.0,1.0,Red,180.0,March,2022.0,2022-08-31,3085483
Carlow nissan,Carlow,Hyundai,i40,2014.0,118500.0, 28 days ago,13945.0,Manual,1.7,Saloon,Diesel,4.0,55.0,1.0,Blue,200.0,March,2022.0,2022-08-31,3085486
Glassen motor company,Dublin,Volkswagen,Golf,2014.0,220000.0, 21 hours ago,13999.0,Automatic,2.0,Hatchback,Diesel,5.0,52.0,2.0,Grey,200.0,April,2023.0,2022-08-31,3085487
Cummins motor group,Laois,Opel,Movano,2022.0,0.0, 2 months ago,27000.0,Manual,2.2,Van,Diesel,NaN,NaN,NaN,None,NaN,None,NaN,2022-08-31,3092418
Dunne motor services,Dublin,Volkswagen,Passat,2018.0,157005.0, 1 day ago,18999.0,Manual,1.6,Saloon,Diesel,4.0,59.0,2.0,Black,190.0,January,2024.0,2022-08-31,3085488
Conachy&#039;s dunleer ltd.,Louth,Mercedes-benz,E Class,2016.0,90502.0, 1 month ago,NaN,Automatic,2.1,Saloon,Diesel,4.0,46.0,3.0,Silver,270.0,May,2022.0,2022-08-31,3085489
Automatic motor car centre,Dublin,Nissan,Vanette,2015.0,107000.0, 18 days ago,12950.0,Manual,1.8,Hatchback,Petrol,3.0,42.0,NaN,White,NaN,April,2024.0,2022-08-31,3085491
Automatic motor car centre,Dublin,Audi,A4,2014.0,114000.0, 12 days ago,16950.0,Automatic,2.0,Hatchback,Petrol,5.0,55.0,NaN,White,NaN,April,2024.0,2022-08-31,3085504
Charlie donnelly cars,Kildare,Audi,A6,2020.0,14001.0, 15 hours ago,53950.0,Automatic,2.0,Saloon,Petrol plug-in hybrid,4.0,40.0,1.0,Silver,170.0,December,2024.0,2022-08-31,3085510
Automatic motor car centre,Dublin,Volkswagen,Polo,2013.0,46000.0, 18 days ago,10950.0,Automatic,1.2,Hatchback,Petrol,5.0,46.0,NaN,Red,NaN,April,2024.0,2022-08-31,3085516
Toyota long mile,Dublin,Bmw,3 Series,2021.0,29950.0, 1 month ago,48849.0,Automatic,2.0,Saloon,Petrol plug-in hybrid,4.0,44.0,1.0,Grey,140.0,January,2024.0,2022-08-31,3085520
Toyota long mile,Dublin,Bmw,3 Series,2021.0,29950.0, 30 days ago,48849.0,Automatic,2.0,Saloon,Petrol hybrid,4.0,44.0,1.0,Grey,140.0,January,2024.0,2022-08-31,3085521
Private,Cork,Kia,Ceed,2012.0,154383.0, 21 days ago,6400.0,Manual,1.6,Estate,Diesel,5.0,52.0,2.0,Grey,200.0,September,2022.0,2022-08-31,3085535
Cashel motor works,Tipperary,Audi,A4,2020.0,22000.0, 15 hours ago,45950.0,Automatic,2.0,Saloon,Diesel,4.0,42.0,1.0,White,190.0,April,2024.0,2022-08-31,3085540
Donal ryan motor group thurles,Tipperary,Nissan,Micra,2019.0,45373.0, 4 months ago,15900.0,Manual,1.0,Mpv,Petrol,4.0,44.0,NaN,Red,200.0,March,2023.0,2022-08-31,3085543
Leinster motor group,Dublin,Mercedes-benz,E Class,2018.0,87000.0, 17 hours ago,36995.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,1.0,White,200.0,July,2024.0,2022-08-31,3085546
Cartwright,Kerry,Hyundai,Tucson,2016.0,170000.0, 20 hours ago,19950.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,White,200.0,March,2024.0,2022-08-31,3085553
Tom hand cars,Dublin,Hyundai,ix35,2013.0,142000.0, 5 hours ago,11950.0,Manual,1.7,Mpv,Diesel,5.0,44.0,4.0,Red,280.0,June,2023.0,2022-08-31,3085555
Ald carmarket,Dublin,Volkswagen,Passat,2019.0,123482.0, 1 day ago,24950.0,Manual,2.0,Saloon,Diesel,4.0,57.0,1.0,Grey,190.0,January,2023.0,2022-08-31,3085557
Doyles garage wexford,Wexford,Kia,Sportage,2011.0,269842.0, 1 day ago,8895.0,Manual,1.7,Estate,Diesel,5.0,45.0,2.0,Silver,280.0,May,2023.0,2022-08-31,3085558
Kylemore cars,Dublin,Volkswagen,up!,2014.0,92170.0, 2 months ago,8950.0,Automatic,1.0,Hatchback,Petrol,3.0,NaN,NaN,Black,NaN,None,NaN,2022-08-31,3085568
Trunk road garage,Monaghan,Suzuki,SX4 S-Cross,2014.0,177027.0, 3 months ago,9500.0,Manual,1.6,Hatchback,Diesel,5.0,56.0,2.0,Grey,190.0,March,2024.0,2022-08-31,3085591
Ken lawford motors,Dublin,Mercedes-benz,E Class,2018.0,82000.0, 15 days ago,40950.0,Automatic,2.0,Coupe,Diesel,2.0,51.0,2.0,Black,200.0,July,2024.0,2022-08-31,3085594
O&#039;neill&#039;s car sales,Meath,Toyota,Landcruiser,2005.0,279000.0, 8 days ago,8999.0,Manual,3.0,Estate,Diesel,5.0,26.0,4.0,Black,333.0,None,NaN,2022-08-31,3085598
Edward conway motors,Mayo,Kia,Sportage,2020.0,61500.0, 4 days ago,32000.0,Manual,1.6,Mpv,Diesel,5.0,49.0,1.0,Red,190.0,July,2024.0,2022-08-31,3085618
Tractamotors blanchardstown,Dublin,Hyundai,i20,2017.0,87000.0, 6 days ago,16750.0,Automatic,1.4,Hatchback,Petrol,5.0,35.0,3.0,Blue,400.0,January,2023.0,2022-08-31,3085620
Slade motors,Meath,Volkswagen,Golf,2014.0,300946.0, 3 months ago,11995.0,Manual,1.6,Hatchback,Diesel,5.0,62.0,5.0,Black,180.0,July,2024.0,2022-08-31,3085621
Joseph doherty ltd,Donegal,Suzuki,Swift,2019.0,42647.0, 11 hours ago,16250.0,Manual,1.0,Hatchback,Petrol,5.0,49.0,1.0,Black,NaN,None,NaN,2022-08-31,3085626
Kerry motor works,Kerry,Ford,Ecosport,2020.0,9992.0, 9 hours ago,26500.0,Manual,1.0,Hatchback,Petrol,5.0,44.0,1.0,Blue,NaN,None,NaN,2022-08-31,3085627
Midleton motorstore,Cork,Audi,A6,2011.0,174000.0, 1 month ago,9900.0,Manual,2.0,Saloon,Diesel,4.0,44.0,3.0,Black,280.0,August,2022.0,2022-08-31,3085630
Niall mccarthy car sales ltd,Tipperary,Kia,Optima,2018.0,152000.0, 46 minutes ago,19995.0,Manual,1.7,Saloon,Diesel,4.0,56.0,1.0,Blue,190.0,August,2024.0,2022-08-31,3085633
Abernethys,Cork,Ford,Focus,2016.0,29000.0, 8 days ago,17950.0,Manual,1.0,Hatchback,Petrol,5.0,47.0,1.0,Red,190.0,March,2022.0,2022-08-31,3085636
Kerry motor works,Kerry,Ford,Ecosport,2019.0,39205.0, 1 day ago,24950.0,Manual,1.0,Hatchback,Petrol,5.0,44.0,1.0,Red,NaN,None,NaN,2022-08-31,3085637
E &amp; d motors,Dublin,Honda,Insight,2013.0,88000.0, 3 months ago,10750.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,2.0,Grey,180.0,May,2023.0,2022-08-31,3085639
Mulcahy car sales,Tipperary,Citroen,Berlingo,2012.0,220000.0, 6 hours ago,8250.0,Manual,1.6,Mpv,Diesel,5.0,44.0,3.0,Blue,280.0,March,2023.0,2022-08-31,3085643
O&#039;connor car sales,Wexford,Seat,Ateca,2019.0,203000.0, 12 hours ago,29500.0,Automatic,1.6,Hatchback,Diesel,5.0,48.0,1.0,Black,NaN,None,NaN,2022-08-31,3085652
Lewis motors,Dublin,Land,ROVER Discovery,2019.0,66597.0, 1 day ago,66950.0,Automatic,2.0,Estate,Diesel,5.0,33.0,2.0,White,NaN,January,2023.0,2022-08-31,3085659
Cityview car sales,Dublin,Hyundai,Santa Fe,2013.0,242300.0, 2 months ago,12950.0,Manual,2.2,Suv,Diesel,4.0,40.0,3.0,None,400.0,November,2022.0,2022-08-31,3085660
Agnelli motor park,Dublin,Fiat,500,2022.0,0.0, 2 months ago,20845.0,Manual,1.0,Hatchback,Hybrid,2.0,NaN,NaN,Grey,NaN,None,NaN,2022-08-31,3093485
O&#039;learys garage,Wexford,Renault,Clio,2010.0,111500.0, 3 months ago,4750.0,Manual,1.1,Hatchback,Petrol,5.0,40.0,2.0,None,280.0,October,2022.0,2022-08-31,3085661
