,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
1435,3094030,Audi,Q3,10.144471021978669,10.210050797662012,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
17401,3169638,Skoda,Octavia,9.205327830152639,9.134991427830284,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3631,3106495,Nissan,Qashqai,9.947265174882016,9.813035702690671,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16378,3168007,Bmw,2 Series,10.062412531523687,9.815222230357888,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
15049,3165814,Audi,A3,9.67721410821299,9.69737361077362,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3305,3104622,Opel,Corsa,8.465689348549121,8.684948297351058,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2305,3099548,Volkswagen,Golf,9.464982590349763,8.791928736251759,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4334,3110454,Volkswagen,Golf,10.043249494911286,9.903638042248357,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
10213,3156219,Nissan,Juke,10.293839022834245,10.339052682172456,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
11758,3159634,Hyundai,i20,10.04953405346537,10.151360667195421,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3541,3105963,Mazda,CX-5,9.472704636443673,10.104975584991752,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
5838,3136816,Mercedes-benz,C Class,10.895812970686281,10.87459921923975,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
1682,3095699,Audi,A4,8.691146498539675,8.981752472181988,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2435,3100193,Seat,Ibiza,9.47231994707559,9.448811972460502,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7013,3140280,Peugeot,3008,10.46296047312364,10.488607857218133,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6466,3138618,Volkswagen,Caddy,9.9281801651265,9.733096463861292,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4265,3109886,Citroen,Berlingo,9.099408811268901,9.23075607132331,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
12892,3161808,Volkswagen,Golf,9.85214162518454,9.691654886005313,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2541,3100730,Volkswagen,Golf,9.849559210510572,9.74696957694677,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
15643,3166862,Volkswagen,Passat,9.90098442231801,10.066766760436687,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
13880,3163727,Land,ROVER Discovery,10.402746539930654,10.298149292078993,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
12080,3160218,Kia,Sportage,10.081633737919603,9.993502397302743,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
9760,3155300,Volkswagen,Tiguan,9.632334782035558,9.757167531979427,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2744,3101844,Bmw,5 Series,9.38429367909962,9.475033865740606,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
5519,3135853,Ford,Transit,9.67721410821299,9.778741323672172,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
11643,3159380,Toyota,Corolla,9.996522418503318,9.959740010304154,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
471,3087397,Ford,Transit Connect,8.980927207648378,9.29608610243877,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
12601,3161176,Hyundai,i20,10.079329830732325,10.142989555566405,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
5603,3136120,Mazda,Mazda2,9.875602349046593,10.081845141269739,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4370,3110747,Volkswagen,Passat,10.201553030367597,10.045791478974142,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
13951,3163925,Peugeot,3008,10.404111313817522,10.40548915248388,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2992,3103089,Renault,Trafic,9.28266103355581,9.1210701151261,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
8374,3152067,Ford,Focus,9.67721410821299,9.598453565190738,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4416,3110921,Mercedes-benz,C Class,10.594131602877955,10.341649358015594,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
11560,3159215,Volkswagen,Golf,9.546455401949554,9.430781516895225,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
15486,3166554,Hyundai,Tucson,10.308619271743055,10.339107197294522,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
9181,3153967,Volkswagen,Transporter,10.415412571745419,10.343830677974022,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6106,3137562,Peugeot,3008,10.273325483001141,10.24024407850784,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3367,3104938,Land,ROVER Discovery,9.994241915804592,9.986814639834535,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
14615,3165085,Nissan,Qashqai,10.184522582266116,10.142683070388768,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
10417,3156686,Toyota,Corolla,10.239781201782993,10.127236053274899,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
12690,3161343,Toyota,Corolla,8.145839612936841,7.799856785430828,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
8799,3153071,Audi,A3,9.67721410821299,9.686449046157366,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
